,MACD_SELL,MACD_BUY,EMA(C),EMA(V),K_SELL,K_BUY,BB_BUY,BB_SELL,ACTION,PREDICTED ACTION
853,1,0,1,0,1,0,0,0,S,S
854,1,0,1,0,1,0,0,0,S,S
855,1,0,1,0,1,0,0,0,S,S
856,1,0,1,0,1,0,0,0,S,S
857,1,0,1,0,1,0,0,0,S,S
858,1,0,1,0,1,0,0,0,S,S
859,0,1,1,0,0,1,0,0,B,B
860,0,1,1,0,0,1,0,0,B,B
861,0,1,0,0,0,1,1,0,B,N
862,0,1,1,0,0,1,1,0,B,N
863,0,1,1,0,1,0,1,0,S,N
864,0,1,1,0,0,0,1,0,N,N
865,0,1,1,0,0,0,1,0,N,N
866,0,1,1,0,0,0,1,0,N,N
867,0,1,1,1,0,0,1,0,N,N
868,0,1,1,1,0,0,1,0,N,N
869,0,1,1,1,0,0,1,0,N,N
870,0,1,1,1,0,0,1,0,N,N
871,0,1,1,1,0,0,1,0,N,N
872,0,1,1,1,0,0,1,0,N,N
873,0,1,1,1,0,1,0,0,B,B
874,0,1,1,1,0,1,0,0,B,B
875,0,1,1,1,0,1,0,0,B,B
876,0,1,1,1,0,1,0,0,B,B
877,0,1,1,1,0,1,0,0,B,B
878,1,0,1,1,0,1,0,0,N,N
879,1,0,1,1,0,0,1,0,S,S
880,1,0,1,1,0,1,1,0,S,N
881,1,0,1,0,0,1,0,0,N,N
882,1,0,1,0,0,0,1,0,S,S
883,1,0,1,0,0,1,0,0,N,N
884,1,0,1,0,0,1,0,0,N,N
885,1,0,1,0,0,1,0,0,N,N
886,1,0,1,0,0,1,0,0,N,N
887,1,0,1,0,1,0,0,0,S,S
888,1,0,1,0,1,0,0,0,S,S
889,0,1,1,0,1,0,0,0,N,N
890,0,1,1,0,0,1,0,0,B,B
891,0,1,0,0,1,0,1,0,S,N
892,0,1,0,0,0,0,1,0,N,N
893,0,1,1,0,0,0,1,0,N,N
894,0,1,1,0,0,0,1,0,N,N
895,0,1,1,0,0,0,1,0,N,N
896,0,1,1,0,0,0,1,0,N,N
897,0,1,1,0,0,0,1,0,N,N
898,0,1,1,0,0,0,1,0,N,N
899,0,1,1,0,0,0,1,0,N,N
900,0,1,1,0,0,0,1,0,N,N
901,0,1,1,0,1,0,1,0,S,N
902,0,1,1,0,1,0,0,0,N,N
903,0,1,1,0,1,0,0,0,N,N
904,1,0,1,1,1,0,0,0,S,S
905,1,0,1,1,0,0,0,0,S,S
906,1,0,1,1,0,1,0,0,N,N
907,1,0,1,1,0,1,0,0,N,N
908,1,0,1,1,0,1,0,0,N,N
909,1,0,1,1,0,1,0,0,N,N
910,1,0,1,1,0,1,0,0,N,N
911,1,0,1,1,0,1,0,0,N,N
912,1,0,1,1,1,0,0,0,S,S
913,0,1,1,1,0,0,0,0,B,B
914,0,1,1,0,0,0,0,0,B,B
915,0,1,1,0,0,0,0,0,B,B
916,0,1,1,0,0,0,0,0,B,B
917,0,1,1,0,0,0,0,0,B,B
918,0,1,1,0,0,0,0,0,B,B
919,0,1,1,0,0,0,0,0,B,B
920,0,1,1,0,1,0,1,0,S,N
921,0,1,1,0,0,1,0,0,B,B
922,0,1,1,0,0,1,0,0,B,B
923,0,1,1,0,0,1,0,0,B,B
924,0,1,1,0,0,1,0,0,B,B
925,0,1,1,0,0,0,0,0,B,B
926,1,0,1,0,0,1,0,0,N,N
927,1,0,1,1,0,1,0,0,N,N
928,1,0,1,1,0,1,0,0,N,N
929,1,0,1,1,0,1,0,0,N,N
930,1,0,1,1,0,1,0,0,N,N
931,1,0,1,1,0,1,0,0,N,N
932,1,0,1,1,0,1,0,0,N,N
933,1,0,1,1,0,1,0,0,N,N
934,1,0,1,1,0,1,0,0,N,N
935,1,0,1,1,0,1,0,0,N,N
936,1,0,1,1,0,1,0,0,N,N
937,1,0,1,1,0,1,0,0,N,N
938,1,0,1,1,0,1,0,0,N,N
939,1,0,0,1,0,0,0,0,S,S
940,0,1,0,1,0,1,0,0,B,B
941,0,1,0,1,0,0,1,0,N,N
942,0,1,0,1,0,0,1,0,N,N
943,0,1,0,0,0,0,1,0,N,N
944,0,1,0,0,0,0,1,0,N,N
945,0,1,0,0,0,0,0,1,B,B
946,0,1,0,0,0,0,0,1,B,B
947,0,1,0,0,0,0,1,1,B,N
948,0,1,0,0,0,0,0,1,B,B
949,0,1,1,0,0,0,1,1,B,N
950,0,1,1,0,0,0,1,0,N,N
951,0,1,1,1,0,0,1,1,B,N
952,1,0,1,1,0,0,1,1,S,S
953,1,0,1,1,0,0,1,0,S,S
954,1,0,1,1,0,0,1,0,S,S
955,1,0,1,0,0,1,1,0,S,N
956,1,0,1,0,0,1,1,0,S,N
957,1,0,1,0,0,0,1,0,S,S
958,1,0,1,1,0,0,1,0,S,S
959,1,0,1,0,0,0,1,0,S,S
960,1,0,1,0,0,1,1,0,S,N
961,1,0,1,0,0,1,1,0,S,N
962,1,0,1,0,0,1,1,0,S,N
963,0,1,0,0,1,0,1,0,S,N
964,0,1,0,0,0,0,1,0,N,N
965,0,1,0,0,1,0,1,0,S,N
966,0,1,0,0,0,0,1,0,N,N
967,0,1,0,0,0,0,1,0,N,N
968,0,1,0,0,0,0,1,0,N,N
969,0,1,0,0,0,0,1,0,N,N
970,0,1,0,0,1,0,1,0,S,N
971,0,1,1,0,1,0,1,0,S,N
972,0,1,1,0,0,0,1,0,N,N
973,0,1,1,0,0,0,1,0,N,N
974,0,1,1,0,0,0,1,0,N,N
975,1,0,1,0,0,0,1,0,S,S
976,1,0,1,0,0,0,1,0,S,S
977,1,0,1,0,0,0,1,0,S,S
978,1,0,1,0,0,0,0,0,S,S
979,1,0,1,0,0,0,0,0,S,S
980,1,0,1,0,0,0,0,0,S,S
981,1,0,1,0,1,0,0,0,S,S
982,1,0,1,0,1,0,0,0,S,S
983,1,0,1,0,1,0,0,0,S,S
984,1,0,0,0,1,0,0,0,S,S
985,1,0,0,0,1,0,0,0,S,S
986,1,0,0,0,0,1,0,0,N,N
987,1,0,0,0,1,0,0,0,S,S
988,0,1,0,0,1,0,0,0,N,N
989,0,1,0,1,1,0,0,0,N,N
990,0,1,0,1,0,1,0,0,B,B
991,0,1,0,1,0,1,0,0,B,B
992,0,1,0,1,0,0,0,0,B,B
993,0,1,0,1,0,0,0,0,B,B
994,0,1,0,1,0,0,0,0,B,B
995,0,1,0,1,0,0,0,0,B,B
996,0,1,0,1,0,0,0,0,B,B
997,0,1,0,1,0,0,0,1,B,B
998,0,1,0,1,0,0,0,1,B,B
999,1,0,0,1,0,0,0,1,N,S
1000,1,0,0,1,0,0,0,1,N,S
1001,1,0,0,1,0,1,1,0,S,N
1002,1,0,0,1,0,0,1,0,S,S
1003,1,0,0,1,0,1,1,0,S,N
1004,1,0,0,1,0,1,1,0,S,N
1005,0,1,0,1,0,1,1,0,B,N
1006,0,1,0,1,0,0,0,0,B,B
1007,0,1,0,0,0,1,1,0,B,N
1008,0,1,0,0,0,1,0,0,B,B
1009,0,1,0,0,0,1,1,0,B,N
1010,0,1,0,0,0,0,0,0,B,B
1011,0,1,0,0,0,0,0,1,B,B
1012,0,1,0,0,0,0,0,1,B,B
1013,0,1,0,0,1,0,0,0,N,N
1014,0,1,0,0,0,1,0,1,B,B
1015,0,1,0,0,1,0,0,1,B,N
1016,0,1,0,0,1,0,0,1,B,N
1017,0,1,1,0,0,1,1,0,B,N
1018,0,1,1,0,0,1,1,0,B,N
1019,0,1,1,0,0,1,1,0,B,N
1020,0,1,1,0,1,0,1,0,S,N
1021,0,1,1,0,0,1,1,0,B,N
1022,0,1,1,1,0,1,0,0,B,B
1023,0,1,1,1,0,1,0,0,B,B
1024,0,1,1,1,0,0,0,0,B,B
1025,0,1,1,1,0,0,0,0,B,B
1026,0,1,1,1,0,0,0,0,B,B
1027,1,0,1,1,0,0,0,0,S,S
1028,1,0,1,1,0,1,0,0,N,N
1029,1,0,1,1,0,0,0,0,S,S
1030,1,0,1,1,0,1,0,0,N,N
1031,1,0,1,1,0,1,0,0,N,N
1032,1,0,1,1,0,1,0,0,N,N
1033,1,0,1,1,0,1,0,0,N,N
1034,1,0,1,1,0,1,0,0,N,N
1035,1,0,1,1,0,1,0,0,N,N
1036,1,0,1,1,0,1,0,0,N,N
1037,1,0,1,1,0,1,0,0,N,N
1038,1,0,1,0,0,1,0,0,N,N
1039,1,0,1,0,0,1,0,0,N,N
1040,1,0,1,0,0,1,0,0,N,N
1041,0,1,0,0,1,0,1,0,S,N
1042,0,1,0,0,1,0,1,0,S,N
1043,0,1,0,0,0,0,1,0,N,N
1044,0,1,0,0,0,0,1,0,N,N
1045,0,1,1,0,0,0,1,1,B,N
1046,0,1,1,0,0,0,1,0,N,N
1047,0,1,1,0,0,0,1,1,B,N
1048,0,1,1,0,0,0,1,0,N,N
1049,0,1,1,0,0,0,1,0,N,N
1050,0,1,1,0,0,0,1,0,N,N
1051,0,1,1,0,0,0,1,0,N,N
1052,0,1,1,1,0,0,1,0,N,N
1053,0,1,1,1,0,0,1,0,N,N
1054,0,1,1,1,0,0,0,0,B,B
1055,0,1,1,1,0,0,0,0,B,B
1056,1,0,1,1,0,0,0,0,S,S
1057,1,0,1,1,0,0,0,0,S,S
1058,1,0,1,1,0,0,0,0,S,S
1059,1,0,1,1,0,0,0,0,S,S
1060,1,0,1,1,0,1,0,0,N,N
1061,1,0,1,1,1,0,0,0,S,S
1062,1,0,1,1,0,1,0,0,N,N
1063,1,0,1,0,0,1,0,0,N,N
1064,1,0,1,0,0,1,0,0,N,N
1065,1,0,1,0,0,1,0,0,N,N
1066,1,0,1,0,1,0,0,0,S,S
1067,1,0,1,0,1,0,0,0,S,S
1068,1,0,1,0,0,1,0,0,N,N
1069,1,0,1,0,0,1,0,0,N,N
1070,1,0,1,0,0,0,0,0,S,S
1071,1,0,1,0,0,0,0,0,S,S
1072,1,0,1,0,0,0,0,0,S,S
1073,1,0,1,0,0,0,0,0,S,S
1074,1,0,1,0,0,0,0,0,S,S
1075,1,0,1,0,0,0,0,0,S,S
1076,1,0,1,0,0,0,0,0,S,S
1077,1,0,1,0,0,0,0,0,S,S
1078,1,0,1,0,0,0,0,0,S,S
1079,1,0,0,0,0,0,0,0,S,S
1080,1,0,0,0,1,0,0,0,S,S
1081,1,0,0,1,0,1,0,0,N,N
1082,1,0,0,1,0,0,0,0,S,S
1083,0,1,0,1,1,0,0,0,N,N
1084,0,1,0,1,0,1,0,0,B,B
1085,0,1,0,1,1,0,0,0,N,N
1086,0,1,0,1,1,0,0,0,N,N
1087,0,1,0,1,1,0,0,0,N,N
1088,0,1,0,1,0,0,0,0,B,B
1089,0,1,0,1,0,0,0,0,B,B
1090,0,1,0,1,0,0,0,0,B,B
1091,0,1,0,1,0,0,0,1,B,B
1092,0,1,0,0,0,0,0,1,B,B
1093,0,1,0,0,0,0,0,1,B,B
1094,0,1,1,1,0,0,0,1,B,B
1095,0,1,1,0,0,0,0,1,B,B
1096,0,1,1,0,0,1,1,0,B,N
1097,0,1,1,0,0,1,0,0,B,B
1098,0,1,1,0,0,1,0,0,B,B
1099,0,1,1,0,0,1,0,0,B,B
1100,0,1,1,0,1,0,0,0,N,N
1101,0,1,1,0,0,0,0,0,B,B
1102,0,1,1,0,0,0,0,0,B,B
1103,0,1,1,1,0,0,0,0,B,B
1104,1,0,1,1,0,0,0,0,S,S
1105,1,0,1,1,0,0,0,0,S,S
1106,1,0,1,1,0,1,0,0,N,N
1107,1,0,1,1,0,1,0,0,N,N
1108,1,0,1,1,0,1,0,0,N,N
1109,1,0,1,1,0,1,0,0,N,N
1110,1,0,1,1,0,1,0,0,N,N
1111,1,0,1,1,0,1,0,0,N,N
1112,1,0,1,1,0,1,0,0,N,N
1113,1,0,1,1,0,1,0,0,N,N
1114,1,0,1,1,0,1,0,0,N,N
1115,1,0,1,1,0,1,0,0,N,N
1116,1,0,1,0,0,0,0,0,S,S
1117,1,0,1,0,0,0,0,0,S,S
1118,1,0,1,1,0,0,0,0,S,S
1119,1,0,1,1,0,0,0,0,S,S
1120,1,0,1,1,0,1,0,0,N,N
1121,1,0,1,0,0,1,0,0,N,N
1122,1,0,1,0,0,1,0,0,N,N
1123,1,0,1,0,0,1,0,0,N,N
1124,1,0,1,0,0,1,0,0,N,N
1125,1,0,1,0,0,1,0,0,N,N
1126,1,0,1,0,0,1,0,0,N,N
1127,1,0,1,0,0,1,0,0,N,N
1128,1,0,1,0,0,1,0,0,N,N
1129,1,0,1,0,0,1,0,0,N,N
1130,1,0,1,0,0,0,0,0,S,S
1131,1,0,1,0,0,0,0,0,S,S
1132,1,0,1,0,0,0,0,0,S,S
1133,1,0,1,0,0,0,0,0,S,S
1134,1,0,1,0,0,0,0,0,S,S
1135,1,0,0,0,0,0,0,0,S,S
1136,1,0,0,1,0,0,0,0,S,S
1137,1,0,0,1,0,0,0,0,S,S
1138,1,0,0,1,0,0,0,0,S,S
1139,1,0,0,1,0,0,0,0,S,S
1140,1,0,0,1,0,1,0,0,N,N
1141,0,1,0,1,0,0,0,0,B,B
1142,0,1,0,1,0,0,0,0,B,B
1143,0,1,0,1,1,0,0,0,N,N
1144,0,1,0,1,1,0,0,0,N,N
1145,0,1,0,1,0,0,0,0,B,B
1146,0,1,0,1,0,0,0,0,B,B
1147,0,1,0,0,0,0,0,1,B,B
1148,0,1,0,0,0,0,0,1,B,B
1149,0,1,0,0,0,0,0,1,B,B
1150,0,1,0,0,0,0,0,1,B,B
1151,0,1,0,0,0,0,0,1,B,B
1152,0,1,0,0,0,0,0,1,B,B
1153,0,1,0,0,0,0,0,1,B,B
1154,0,1,0,0,0,1,0,1,B,B
1155,0,1,0,0,0,1,0,1,B,B
1156,1,0,0,0,0,1,0,1,B,N
1157,1,0,0,0,0,1,1,0,S,N
1158,1,0,0,0,0,1,1,1,N,N
1159,1,0,0,0,1,0,1,0,S,S
1160,0,1,0,0,0,0,1,0,N,N
1161,0,1,0,0,0,0,1,0,N,N
1162,0,1,0,0,0,0,1,0,N,N
1163,0,1,0,0,1,0,1,0,S,N
1164,0,1,0,0,1,0,1,0,S,N
1165,0,1,0,0,0,1,1,0,B,N
1166,0,1,0,0,0,1,1,0,B,N
1167,0,1,0,0,0,1,0,0,B,B
1168,0,1,1,0,0,0,1,0,N,N
1169,0,1,1,0,0,0,0,0,B,B
1170,0,1,1,0,0,0,1,0,N,N
1171,0,1,1,0,0,0,0,0,B,B
1172,0,1,1,0,0,0,0,0,B,B
1173,0,1,1,0,0,0,0,0,B,B
1174,1,0,1,0,0,0,0,0,S,S
1175,1,0,1,0,0,0,0,0,S,S
1176,1,0,1,0,0,0,0,0,S,S
1177,1,0,1,0,0,0,0,0,S,S
1178,1,0,1,0,0,1,0,0,N,N
1179,1,0,1,1,0,1,0,0,N,N
1180,1,0,1,1,0,1,0,0,N,N
1181,1,0,1,1,0,1,0,0,N,N
1182,1,0,1,1,0,1,0,0,N,N
1183,1,0,1,1,0,1,0,0,N,N
1184,1,0,1,1,0,1,0,0,N,N
1185,1,0,0,1,0,1,0,0,N,N
1186,1,0,0,1,0,1,0,0,N,N
1187,1,0,0,1,0,1,0,0,N,N
1188,1,0,0,1,0,1,0,0,N,N
1189,0,1,0,1,0,1,0,0,B,B
1190,0,1,0,1,1,0,0,0,N,N
1191,0,1,0,1,1,0,0,0,N,N
1192,0,1,0,1,1,0,0,0,N,N
1193,0,1,0,1,0,0,0,0,B,B
1194,0,1,0,1,0,0,0,0,B,B
1195,0,1,0,0,0,0,0,1,B,B
1196,0,1,0,0,0,0,0,1,B,B
1197,0,1,0,0,0,0,0,1,B,B
1198,0,1,0,0,1,0,0,0,N,N
1199,0,1,0,0,0,0,0,0,B,B
1200,0,1,0,0,0,0,0,0,B,B
1201,0,1,0,0,0,0,0,0,B,B
1202,0,1,0,0,0,0,0,0,B,B
1203,0,1,1,0,0,0,0,0,B,B
1204,0,1,1,0,0,0,0,0,B,B
1205,0,1,1,0,0,0,0,0,B,B
1206,1,0,1,0,0,0,0,0,S,S
1207,1,0,1,0,0,0,0,0,S,S
1208,1,0,1,0,0,0,0,0,S,S
1209,1,0,1,0,0,0,0,0,S,S
1210,1,0,1,0,0,1,0,0,N,N
1211,1,0,1,0,0,1,0,0,N,N
1212,1,0,1,0,0,1,0,0,N,N
1213,1,0,1,0,0,1,0,0,N,N
1214,1,0,0,0,0,1,0,0,N,N
1215,1,0,0,0,0,1,0,0,N,N
1216,1,0,0,1,0,1,0,0,N,N
1217,1,0,0,1,1,0,0,0,S,S
1218,1,0,0,1,1,0,0,0,S,S
1219,0,1,0,0,1,0,0,0,N,N
1220,0,1,0,0,0,0,0,0,B,B
1221,0,1,0,0,0,0,0,0,B,B
1222,0,1,0,0,0,0,0,0,B,B
1223,0,1,0,0,0,0,0,0,B,B
1224,0,1,0,0,0,0,0,0,B,B
1225,0,1,0,0,0,0,0,0,B,B
1226,0,1,0,0,0,0,0,0,B,B
1227,0,1,0,0,0,0,0,0,B,B
1228,0,1,0,0,0,0,0,1,B,B
1229,1,0,0,0,0,0,0,1,N,S
1230,1,0,0,0,0,0,0,0,S,S
1231,1,0,0,0,0,1,0,0,N,N
1232,1,0,0,0,0,1,0,0,N,N
1233,1,0,0,0,0,1,0,0,N,N
1234,1,0,0,0,0,1,0,0,N,N
1235,1,0,0,0,1,0,0,0,S,S
1236,1,0,0,0,1,0,0,0,S,S
1237,1,0,0,0,1,0,0,0,S,S
1238,1,0,0,0,1,0,0,0,S,S
1239,1,0,0,0,0,1,0,0,N,N
1240,1,0,0,0,0,0,0,0,S,S
1241,1,0,0,0,0,0,0,0,S,S
1242,1,0,0,0,0,1,0,0,N,N
1243,0,1,0,1,1,0,0,0,N,N
1244,0,1,0,1,0,0,0,0,B,B
1245,0,1,0,1,0,0,0,0,B,B
1246,0,1,0,1,0,0,0,0,B,B
1247,0,1,0,1,0,0,0,0,B,B
1248,0,1,0,1,0,0,0,0,B,B
1249,0,1,0,1,0,0,0,0,B,B
1250,0,1,0,1,0,0,0,0,B,B
1251,0,1,0,1,0,0,0,0,B,B
1252,0,1,0,1,0,0,0,1,B,B
1253,0,1,0,1,0,0,0,1,B,B
1254,0,1,0,1,0,0,0,1,B,B
1255,0,1,0,1,0,1,0,0,B,B
1256,0,1,0,1,0,1,0,0,B,B
1257,0,1,0,1,0,1,0,0,B,B
1258,1,0,0,1,0,1,0,0,N,N
1259,1,0,0,1,0,1,0,0,N,N
1260,1,0,0,0,0,0,0,1,N,S
1261,1,0,0,0,0,0,0,1,N,S
1262,1,0,0,0,0,0,1,0,S,S
1263,1,0,0,0,0,1,1,0,S,N
1264,1,0,0,0,0,0,0,0,S,S
1265,1,0,0,0,0,1,1,0,S,N
1266,1,0,0,0,0,1,1,0,S,N
1267,1,0,0,0,0,1,1,0,S,N
1268,1,0,0,0,0,1,0,0,N,N
1269,1,0,0,0,0,1,0,0,N,N
1270,0,1,0,0,1,0,0,0,N,N
1271,0,1,0,0,0,0,0,0,B,B
1272,0,1,0,0,0,0,0,0,B,B
1273,0,1,0,0,0,0,0,0,B,B
1274,0,1,0,0,0,0,0,0,B,B
1275,0,1,0,1,0,0,0,0,B,B
1276,0,1,0,1,0,0,0,0,B,B
1277,0,1,0,1,1,0,0,0,N,N
1278,0,1,0,1,0,1,0,0,B,B
1279,0,1,0,1,0,0,0,0,B,B
1280,0,1,0,1,0,0,0,1,B,B
1281,0,1,1,0,0,0,0,0,B,B
1282,1,0,1,0,0,0,0,0,S,S
1283,1,0,1,0,0,0,0,0,S,S
1284,1,0,1,0,0,0,0,0,S,S
1285,1,0,1,0,0,0,0,0,S,S
1286,1,0,1,0,0,0,0,0,S,S
1287,1,0,1,0,0,0,0,0,S,S
1288,1,0,1,0,0,1,0,0,N,N
1289,1,0,0,0,0,1,0,0,N,N
1290,1,0,0,0,0,1,0,0,N,N
1291,1,0,0,0,0,1,0,0,N,N
1292,1,0,0,0,0,1,0,0,N,N
1293,1,0,0,1,0,1,0,0,N,N
1294,1,0,0,1,0,1,0,0,N,N
1295,1,0,0,1,0,1,0,0,N,N
1296,0,1,0,1,1,0,0,0,N,N
1297,0,1,0,1,1,0,0,0,N,N
1298,0,1,0,1,1,0,0,0,N,N
1299,0,1,0,1,0,0,0,0,B,B
1300,0,1,0,1,0,0,0,0,B,B
1301,0,1,0,1,0,0,0,0,B,B
1302,0,1,0,1,0,0,0,0,B,B
1303,0,1,0,1,0,0,0,0,B,B
1304,0,1,0,1,0,0,0,1,B,B
1305,0,1,0,1,0,0,0,1,B,B
1306,0,1,0,1,0,0,0,1,B,B
1307,0,1,0,1,0,0,0,0,B,B
1308,0,1,0,1,0,0,0,1,B,B
1309,1,0,0,1,0,0,0,1,N,S
1310,1,0,0,1,0,1,0,0,N,N
1311,1,0,0,1,0,1,0,1,B,N
1312,1,0,0,1,0,1,0,1,B,N
1313,1,0,0,0,1,0,0,0,S,S
1314,0,1,0,1,0,1,0,0,B,B
1315,0,1,0,1,0,1,0,1,B,B
1316,0,1,0,1,0,1,0,0,B,B
1317,0,1,0,1,1,0,0,1,B,N
1318,0,1,0,1,1,0,0,0,N,N
1319,0,1,0,1,1,0,0,0,N,N
1320,0,1,0,1,0,0,0,0,B,B
1321,0,1,0,1,0,0,0,0,B,B
1322,0,1,0,1,0,0,0,0,B,B
1323,0,1,0,1,0,0,0,1,B,B
1324,0,1,0,1,0,0,0,0,B,B
1325,0,1,0,1,0,0,0,1,B,B
1326,0,1,0,1,0,0,0,1,B,B
1327,0,1,0,1,0,0,0,0,B,B
1328,0,1,1,1,0,0,0,0,B,B
1329,0,1,1,1,0,0,0,0,B,B
1330,0,1,1,1,0,0,0,0,B,B
1331,0,1,1,1,0,0,0,0,B,B
1332,0,1,1,1,0,0,0,0,B,B
1333,0,1,1,1,0,1,1,0,B,N
1334,0,1,1,1,0,0,0,0,B,B
1335,0,1,1,1,0,1,0,0,B,B
1336,0,1,1,1,0,1,0,0,B,B
1337,0,1,1,1,0,1,0,0,B,B
1338,0,1,1,1,0,1,0,0,B,B
1339,0,1,1,1,0,1,0,0,B,B
1340,0,1,1,1,1,0,0,0,N,N
1341,0,1,1,1,0,1,0,0,B,B
1342,0,1,1,1,0,1,0,0,B,B
1343,0,1,1,1,0,1,0,0,B,B
1344,0,1,1,1,0,0,1,0,N,N
1345,0,1,1,0,0,0,1,0,N,N
1346,0,1,1,0,0,0,0,0,B,B
1347,0,1,1,1,0,1,0,0,B,B
1348,0,1,1,1,1,0,0,0,N,N
1349,0,1,1,1,0,0,0,0,B,B
1350,1,0,1,1,0,0,0,0,S,S
1351,1,0,1,1,0,0,0,0,S,S
1352,1,0,1,1,0,0,0,0,S,S
1353,1,0,1,1,0,0,0,0,S,S
1354,1,0,1,1,0,0,0,0,S,S
1355,1,0,1,1,0,0,0,0,S,S
1356,1,0,1,0,0,0,0,0,S,S
1357,1,0,1,0,0,0,0,0,S,S
1358,1,0,1,0,0,0,0,0,S,S
1359,1,0,1,0,0,0,0,0,S,S
1360,1,0,1,0,0,1,0,0,N,N
1361,1,0,1,0,0,1,0,0,N,N
1362,1,0,1,0,1,0,0,0,S,S
1363,1,0,1,0,1,0,0,0,S,S
1364,1,0,1,0,1,0,0,0,S,S
1365,1,0,1,0,1,0,0,0,S,S
1366,1,0,1,0,1,0,0,0,S,S
1367,0,1,0,0,1,0,0,0,N,N
1368,0,1,0,1,1,0,0,0,N,N
1369,0,1,0,1,1,0,0,0,N,N
1370,0,1,0,1,1,0,0,0,N,N
1371,0,1,0,1,0,0,0,0,B,B
1372,0,1,1,1,0,0,1,0,N,N
1373,0,1,1,1,0,0,1,0,N,N
1374,0,1,1,1,0,0,0,0,B,B
1375,0,1,1,1,0,0,1,0,N,N
1376,0,1,1,1,0,0,0,0,B,B
1377,0,1,1,1,0,0,0,1,B,B
1378,0,1,1,1,0,0,0,1,B,B
1379,0,1,1,1,0,0,1,0,N,N
1380,1,0,1,1,1,0,0,0,S,S
1381,1,0,1,1,0,1,0,0,N,N
1382,1,0,1,1,0,1,0,0,N,N
1383,1,0,1,1,1,0,0,0,S,S
1384,1,0,1,1,1,0,0,0,S,S
1385,1,0,1,1,0,1,0,0,N,N
1386,1,0,1,1,0,1,0,0,N,N
1387,1,0,1,1,0,1,0,0,N,N
1388,1,0,1,0,0,1,0,0,N,N
1389,1,0,1,0,0,1,0,0,N,N
1390,1,0,1,0,0,1,0,0,N,N
1391,1,0,1,0,0,1,0,0,N,N
1392,1,0,1,0,0,1,0,0,N,N
1393,0,1,1,0,0,1,0,0,B,B
1394,0,1,1,0,0,0,0,0,B,B
1395,0,1,1,0,0,0,1,0,N,N
1396,0,1,1,0,0,0,1,0,N,N
1397,0,1,1,0,0,0,1,0,N,N
1398,0,1,1,0,0,0,1,0,N,N
1399,0,1,1,0,0,0,1,0,N,N
1400,1,0,1,0,0,1,1,0,S,
1401,1,0,1,0,0,1,1,0,S,
1402,1,0,1,0,0,1,1,0,S,
1403,1,0,1,0,0,1,0,0,N,
1404,1,0,1,0,0,1,0,0,N,
1405,1,0,1,0,0,1,1,0,S,
1406,1,0,1,0,0,1,0,0,N,
1407,1,0,1,0,0,1,0,0,N,
1408,1,0,1,0,0,1,0,0,N,
1409,1,0,1,0,0,1,0,0,N,
1410,1,0,1,0,0,1,0,0,N,
1411,1,0,1,0,0,1,0,0,N,
1412,1,0,1,1,0,1,0,0,N,
1413,1,0,0,1,0,0,1,0,S,
1414,1,0,0,1,0,0,0,0,S,
1415,1,0,0,1,0,0,1,0,S,
1416,1,0,0,1,1,0,0,0,S,
1417,1,0,0,1,0,1,0,0,N,
1418,1,0,0,0,1,0,0,0,S,
1419,1,0,0,0,0,0,0,0,S,
1420,1,0,0,0,0,0,0,0,S,
1421,1,0,0,0,1,0,0,0,S,
1422,0,1,0,0,0,0,0,0,B,
1423,0,1,0,0,0,0,0,0,B,
1424,0,1,0,0,0,0,0,1,B,
1425,0,1,0,0,0,0,0,1,B,
1426,0,1,0,0,0,0,0,1,B,
1427,0,1,0,0,0,0,0,0,B,
1428,1,0,0,0,0,0,0,0,S,
1429,1,0,0,0,0,0,0,0,S,
1430,1,0,0,0,1,0,0,0,S,
1431,1,0,0,0,1,0,0,0,S,
1432,0,1,0,0,0,0,0,0,B,
1433,0,1,0,0,0,0,0,0,B,
1434,0,1,0,0,0,0,0,0,B,
1435,0,1,0,0,1,0,0,0,N,
1436,0,1,0,1,1,0,0,0,N,
1437,0,1,0,1,1,0,0,0,N,
1438,0,1,0,1,0,1,0,0,B,
1439,0,1,0,1,0,1,0,0,B,
1440,0,1,0,1,1,0,0,0,N,
1441,0,1,0,1,1,0,0,0,N,
1442,0,1,0,1,0,0,0,1,B,
1443,0,1,0,1,0,0,0,1,B,
1444,0,1,1,1,0,0,0,1,B,
1445,0,1,1,1,0,0,0,1,B,
1446,0,1,1,1,0,0,0,0,B,
1447,0,1,1,1,0,0,0,0,B,
1448,0,1,1,0,0,0,0,1,B,
1449,0,1,1,0,0,0,0,0,B,
1450,0,1,1,0,0,0,0,0,B,
1451,0,1,1,0,0,1,0,0,B,
1452,0,1,1,0,0,1,0,0,B,
1453,0,1,1,0,0,1,0,0,B,
1454,0,1,1,0,0,1,0,0,B,
1455,0,1,1,0,0,1,0,0,B,
1456,0,1,1,0,0,1,0,0,B,
1457,0,1,1,0,0,1,0,0,B,
1458,1,0,1,1,0,0,0,0,S,
1459,1,0,1,1,0,1,0,0,N,
1460,1,0,1,1,0,1,0,0,N,
1461,1,0,1,1,0,1,0,0,N,
1462,1,0,1,1,0,1,0,0,N,
1463,1,0,1,1,0,1,0,0,N,
1464,1,0,1,1,0,1,0,0,N,
1465,1,0,1,1,0,1,0,0,N,
1466,1,0,1,1,0,1,0,0,N,
